"","DATE","CHI003","CHI004","CHI005","CHI007","CHI008","CHI009","CHI010","CHI011","CHI013","CHI014","CHI015","CHI018","CHI019","CHI020","CHI021","CHI022","CHI023","CHI024","CHI025","CHI026","CHI027","CHI028","CHI029","CHI030","CHI031","CHI032","CHI033","CHI034","CHI035","CHI036","CHI039","CHI040","CHI041","CHI042","CHI043","CHI044","CHI045","CHI048","CHI049","CHI050","CHI051","CHI055","CHI056","CHI057","CHI058","CHI059","CHI060","CHI061","CHI062","CHI063","CHI064","CHI065","CHI066","CHI067","CHI068","CHI069","CHI070","CHI071","CHI072","CHI073","CHI074","CHI075","CHI076","CHI077","CHI078","CHI079","CHI080","CHI083","CHI086","CHI087","CHI088","CHI089","CHI090","CHI091","CHI092","CHI093","CHI094","CHI095","CHI096","CHI097","CHI098","CHI099","CHI100","CHI101","CHI102","CHI103","CHI104","CHI105","CHI106","CHI107","CHI108","CHI109","CHI110","CHI111","CHI112","CHI113","CHI114","CHI115","CHI116","CHI117","CHI118","CHI119","CHI120","CHI121","CHI122","CHI123","CHI124","CHI125","CHI126","CHI127","CHI128","CHI129","CHI130","CHI131","CHI132","CHI133","CHI134","CHI135","CHI136","CHI137","CHI138","CHI139","CHI140","CHI141","CHI142","CHI143","CHI144","CHI145","CHI146","CHI147","CHI148","CHI149","CHI154","CHI156","CHI157","CHI158","CHI159","CHI160","CHI161","CHI162","CHI163","CHI164","CHI165","CHI166","CHI167","CHI168","CHI169","CHI170","CHI171","CHI172"
"465",2015-10-08,96,31,12,63,18,71,71,16,36,54,8,44,34,18,130,15,30,27,5,NA,49,125,60,64,72,35,21,30,3,13,13,23,36,36,13,90,149,23,6,28,70,9,4,9,60,13,7,2,15,6,44,47,11,8,9,19,9,51,11,3,11,2,14,41,1,118,26,48,4,13,6,1,7,35,7,27,8,72,3,1,2,3,43,17,46,9,1,2,7,49,46,44,9,7,44,12,22,30,17,1,13,77,82,59,20,11,13,23,10,66,51,15,4,NA,4,1,15,17,NA,NA,8,3,9,9,44,78,NA,41,167,68,38,286,8,32,NA,32,NA,47,NA,45,29,15,NA,5,3,33,18,7,5,27
"466",2015-10-09,68,24,5,92,25,69,68,24,24,61,11,46,33,19,162,5,51,19,7,NA,41,84,70,52,70,28,28,22,2,15,5,19,35,41,26,77,177,29,7,33,57,18,4,9,85,8,9,5,12,4,37,46,14,10,3,22,13,16,6,5,15,5,10,45,2,93,34,54,6,15,5,1,NA,NA,NA,24,18,86,1,2,2,3,32,20,53,3,3,4,1,21,51,38,1,2,41,16,17,56,12,6,10,53,92,68,29,13,32,36,2,86,36,20,3,NA,6,NA,14,15,NA,NA,14,NA,NA,13,51,62,NA,33,161,76,46,280,2,39,NA,91,NA,30,NA,40,44,17,2,NA,1,15,29,12,8,23
"467",2015-10-10,154,44,13,107,11,75,82,23,46,75,21,64,33,22,185,NA,NA,40,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,6,19,17,24,NA,NA,NA,NA,198,NA,6,30,109,19,1,11,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,34,18,NA,NA,NA,NA,6,11,88,6,98,57,69,10,NA,NA,NA,NA,NA,NA,20,10,129,NA,1,NA,NA,NA,27,38,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,45,100,68,21,20,23,30,8,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,24,NA,9,11,64,NA,NA,NA,NA,68,NA,390,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,13,22,14,NA,NA
"468",2015-10-11,173,29,12,75,22,69,87,21,59,89,27,26,26,17,157,NA,NA,34,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,9,28,15,28,NA,NA,NA,NA,200,NA,5,36,86,33,6,14,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,38,31,NA,NA,NA,NA,12,9,87,12,175,89,66,12,NA,NA,NA,NA,NA,NA,39,23,153,3,3,NA,NA,NA,18,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,67,122,64,23,24,4,9,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,23,NA,6,8,41,NA,NA,NA,NA,96,NA,342,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,33,33,14,NA,NA
"469",2015-10-12,117,29,7,103,14,69,72,13,25,83,20,41,20,14,152,NA,NA,26,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,4,13,11,21,NA,NA,NA,149,164,NA,6,30,53,15,3,20,46,NA,NA,NA,NA,NA,48,62,10,7,12,19,14,NA,NA,NA,NA,8,10,70,6,117,71,61,5,NA,NA,NA,NA,NA,NA,28,15,83,NA,3,NA,NA,NA,15,51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,51,81,75,20,16,14,30,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,14,NA,5,12,18,NA,NA,NA,NA,97,NA,304,4,NA,NA,NA,NA,NA,NA,NA,NA,43,2,5,3,42,29,11,NA,NA
"470",2015-10-13,141,43,20,81,24,72,53,26,37,62,15,31,33,12,140,11,26,24,NA,NA,48,150,86,45,97,24,29,24,4,16,10,17,30,32,23,69,147,26,8,26,49,20,5,16,75,22,3,2,12,9,43,27,17,7,5,15,11,35,9,10,17,7,9,71,5,97,39,56,6,15,8,5,NA,NA,NA,24,8,83,3,NA,4,2,29,21,47,5,9,2,4,27,35,25,4,5,30,15,33,27,16,5,10,44,72,68,17,13,17,36,5,58,38,19,1,1,8,6,12,18,NA,NA,10,3,3,8,42,58,NA,26,141,85,56,268,8,28,NA,45,NA,46,NA,41,44,13,3,3,3,33,17,5,7,26
"471",2015-10-14,95,37,9,82,8,77,65,14,33,91,11,42,37,21,152,23,45,22,NA,NA,34,129,59,77,165,37,34,30,5,7,14,25,19,32,15,70,165,30,4,25,58,12,1,9,99,18,4,3,12,4,40,44,4,5,6,20,13,43,5,10,17,9,8,51,3,113,35,64,4,17,11,1,NA,NA,NA,37,16,75,2,2,3,7,45,19,47,10,4,4,5,36,45,37,7,3,40,19,11,25,13,4,15,39,87,61,18,14,8,42,12,72,45,14,4,NA,6,6,8,24,NA,NA,12,3,7,8,52,75,NA,17,162,77,40,258,12,41,NA,34,NA,50,NA,37,36,27,1,1,2,27,24,8,5,22
"472",2015-10-15,142,39,12,87,23,74,59,21,35,90,15,59,35,14,129,5,22,31,1,NA,33,100,70,54,96,18,18,21,5,6,13,19,21,19,15,49,164,21,4,17,56,15,1,9,80,14,5,3,6,12,NA,NA,NA,NA,7,19,14,42,10,8,1,6,13,10,1,100,21,51,6,17,19,3,NA,NA,NA,25,10,91,2,1,3,NA,38,20,55,6,3,4,4,43,42,25,4,2,17,11,22,57,14,5,10,52,101,55,21,11,16,30,1,44,26,19,7,NA,3,2,11,11,NA,NA,9,2,8,14,28,57,NA,27,123,97,33,233,5,23,NA,39,NA,43,NA,29,33,9,1,2,2,31,14,10,4,17
"473",2015-10-16,117,48,8,68,21,108,56,23,38,76,8,59,35,21,170,16,25,53,NA,NA,31,102,67,51,106,25,20,16,3,12,23,22,26,33,19,54,177,34,7,4,74,11,1,6,107,17,2,2,10,8,NA,NA,NA,NA,7,18,13,32,2,9,NA,6,11,10,6,102,25,51,6,16,13,2,5,46,3,13,4,126,4,NA,2,6,37,29,51,2,1,NA,4,61,42,38,6,4,31,8,13,53,28,5,14,33,107,70,22,11,13,30,NA,39,27,12,3,1,5,2,12,21,NA,NA,10,1,6,6,62,59,NA,33,148,72,36,304,6,39,NA,80,NA,52,NA,38,28,1,NA,NA,NA,22,23,11,1,20
"474",2015-10-17,121,52,17,87,23,68,91,23,64,79,19,59,34,25,192,NA,NA,45,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,7,11,18,23,NA,NA,NA,NA,194,NA,10,NA,56,14,2,10,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,27,17,NA,NA,NA,NA,5,16,102,5,138,30,41,5,NA,NA,NA,17,44,11,24,7,108,4,1,NA,NA,NA,25,79,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12,91,104,60,18,20,41,47,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,26,NA,5,12,43,NA,NA,NA,NA,63,NA,418,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,19,22,17,NA,NA
"475",2015-10-18,164,34,13,80,25,84,96,21,44,79,19,47,23,20,168,NA,NA,44,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,1,29,11,27,NA,NA,NA,NA,212,NA,4,32,83,27,3,14,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,36,32,NA,NA,NA,NA,10,12,140,13,184,43,47,13,NA,NA,NA,20,56,19,26,20,95,1,1,NA,NA,NA,33,45,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,101,123,52,15,18,24,47,7,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,23,NA,5,14,47,NA,NA,NA,NA,133,NA,342,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,27,30,13,NA,NA
"476",2015-10-19,85,41,10,98,NA,68,62,23,39,50,15,54,35,10,118,13,18,NA,NA,NA,32,106,75,30,83,21,13,15,1,11,13,16,21,14,10,47,43,22,3,31,54,13,2,12,68,17,4,NA,10,12,NA,NA,NA,NA,13,15,16,19,5,6,3,7,14,54,3,105,34,56,1,15,9,2,16,39,9,29,12,96,6,5,2,2,48,9,47,4,1,NA,3,28,37,32,3,4,35,14,21,42,11,4,7,72,80,73,19,13,19,37,6,80,24,15,3,NA,3,4,17,21,NA,NA,17,2,2,9,33,59,NA,33,164,53,27,274,3,20,NA,55,NA,47,NA,38,26,14,NA,NA,NA,24,15,8,1,8
"477",2015-10-20,111,29,14,79,16,40,35,15,35,66,6,48,30,6,122,14,23,15,NA,NA,37,95,59,45,68,31,17,11,4,6,14,11,16,24,20,47,162,27,5,23,59,18,NA,9,59,22,3,2,7,9,29,27,2,12,10,13,11,29,4,4,1,7,4,33,2,80,33,55,3,14,8,NA,17,25,4,20,11,105,3,1,2,3,34,18,42,4,1,6,5,28,33,33,6,5,20,6,13,29,10,4,9,59,67,46,13,4,18,33,5,57,27,7,2,NA,4,2,13,10,NA,NA,13,1,5,9,46,58,NA,32,38,56,23,209,8,20,NA,37,NA,41,NA,39,24,16,4,1,1,20,16,7,3,16
"478",2015-10-21,90,41,16,77,16,73,61,23,35,63,8,40,33,9,154,21,37,30,NA,NA,32,74,67,41,75,14,14,33,NA,12,12,19,18,25,13,4,153,19,2,25,70,19,1,4,58,17,7,1,11,12,42,34,5,4,10,23,13,25,3,4,2,4,8,59,7,105,36,65,4,16,9,NA,18,54,6,18,7,97,3,NA,2,2,49,17,49,6,1,4,6,44,37,27,4,6,38,1,17,16,8,4,7,71,39,46,16,7,23,41,1,58,31,11,4,NA,10,6,15,10,NA,NA,13,1,10,15,39,22,NA,23,124,59,13,264,6,21,NA,30,NA,42,NA,34,31,9,1,1,3,27,19,4,NA,10
"479",2015-10-22,127,40,15,86,15,54,62,22,42,53,11,46,32,15,127,12,26,36,NA,NA,32,97,80,46,80,25,19,21,3,15,9,19,16,17,14,39,142,19,2,23,71,13,2,11,93,20,5,1,4,5,27,29,4,9,8,19,13,28,4,5,2,4,12,52,6,89,42,40,2,15,7,3,13,30,3,34,14,102,2,1,1,3,47,10,43,5,2,4,1,19,45,38,6,NA,31,8,14,24,10,3,4,69,61,47,15,6,14,41,1,53,29,7,4,NA,4,NA,8,10,NA,NA,14,2,3,8,38,37,NA,35,113,77,21,254,9,25,NA,31,NA,39,NA,37,33,13,2,2,2,23,35,9,1,15
"480",2015-10-23,139,36,11,54,21,59,55,23,29,55,14,48,32,7,117,12,30,17,NA,NA,38,126,58,45,79,28,12,32,NA,12,7,18,10,17,17,66,110,22,3,30,47,15,2,5,58,21,1,5,7,8,34,27,3,3,5,20,10,12,5,5,1,3,16,9,2,94,25,41,1,17,10,1,9,45,6,32,7,103,3,1,3,5,47,8,36,3,4,3,6,45,46,26,1,1,33,3,13,44,14,2,14,35,73,50,14,8,10,26,1,35,7,10,4,NA,6,3,10,7,NA,NA,5,NA,2,4,38,59,NA,24,110,51,28,252,5,24,NA,38,NA,47,NA,39,29,11,2,1,2,21,15,7,2,14
"481",2015-10-24,176,44,6,71,24,71,75,16,53,77,20,66,30,14,142,NA,NA,37,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,5,24,21,17,NA,NA,NA,NA,188,NA,8,40,51,19,NA,4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29,16,NA,NA,NA,NA,11,14,23,2,164,14,27,5,NA,NA,NA,7,55,11,22,10,126,4,NA,NA,NA,NA,24,50,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,12,82,54,16,12,16,17,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,22,NA,4,7,44,NA,NA,NA,NA,62,NA,323,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,32,14,17,NA,NA
"482",2015-10-25,182,45,13,83,27,65,90,16,59,80,24,30,30,16,171,NA,NA,47,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,10,31,20,20,NA,NA,NA,NA,197,NA,3,62,70,27,1,15,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,37,33,NA,NA,NA,NA,7,14,66,10,174,31,30,8,NA,NA,NA,17,57,19,33,34,121,1,NA,NA,NA,NA,26,25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,12,109,52,18,23,31,36,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,16,NA,5,13,35,NA,NA,NA,NA,98,NA,369,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,34,32,10,NA,NA
"483",2015-10-26,109,28,10,69,18,74,69,21,39,64,12,59,36,15,126,17,35,25,NA,8,57,82,55,29,70,16,19,5,7,12,8,23,28,21,13,56,165,26,3,34,61,9,1,4,67,15,5,1,10,9,30,32,5,NA,12,17,16,41,4,8,2,3,6,28,3,86,34,18,2,14,9,2,16,37,9,27,8,85,1,5,2,3,42,17,44,6,NA,1,7,38,45,20,6,4,40,9,16,41,7,2,15,15,95,49,21,8,17,47,3,60,28,5,6,NA,7,2,11,15,NA,NA,13,2,4,13,41,48,NA,28,63,71,56,263,5,23,NA,28,NA,39,NA,29,29,11,2,1,5,25,16,10,5,13
"484",2015-10-27,59,24,12,63,16,49,56,14,26,47,11,34,25,9,127,17,22,30,NA,7,23,74,60,28,54,18,20,2,5,8,8,16,14,19,13,17,102,11,3,23,43,11,1,3,48,13,4,2,13,18,15,26,4,7,3,16,8,39,2,4,3,3,8,8,4,69,24,22,2,14,4,2,13,30,3,9,11,58,2,1,2,1,31,8,30,4,4,2,5,25,22,27,NA,2,23,5,13,45,16,8,7,17,57,31,14,7,10,29,4,41,14,5,7,NA,8,5,4,2,NA,NA,9,1,NA,4,19,54,NA,12,88,56,22,197,4,30,NA,26,NA,42,NA,25,18,4,NA,1,NA,20,11,5,2,6
"485",2015-10-28,86,27,8,50,17,54,39,11,15,61,10,32,31,10,105,5,16,17,NA,12,30,61,68,19,33,15,1,4,9,4,3,9,8,6,6,17,124,17,1,23,46,6,1,4,71,11,NA,1,4,5,17,21,1,5,7,14,11,24,3,5,6,1,12,15,4,61,32,32,1,14,6,2,5,37,NA,23,6,89,3,NA,1,NA,35,9,38,7,2,NA,2,28,41,19,2,3,20,2,15,29,8,1,8,15,65,50,10,8,18,26,1,37,21,12,5,NA,1,1,6,2,NA,NA,11,NA,4,4,26,68,NA,11,97,41,17,195,2,23,NA,41,NA,31,NA,21,19,9,1,1,NA,16,15,3,2,10
"486",2015-10-29,112,32,17,91,16,60,42,19,30,54,11,37,36,7,127,8,22,24,NA,8,35,91,65,15,67,26,28,3,12,12,12,26,9,9,10,7,145,25,7,22,49,10,NA,11,76,15,4,7,1,12,36,28,11,6,8,20,9,26,2,4,1,1,13,45,6,75,24,47,2,20,7,NA,2,52,NA,32,1,90,5,2,NA,4,37,16,47,6,1,2,1,28,33,30,1,4,19,2,19,35,11,2,7,25,83,43,14,12,21,25,6,34,18,7,8,NA,7,2,1,6,NA,NA,12,2,5,4,37,59,NA,17,120,81,22,257,2,28,NA,37,NA,44,NA,29,17,7,2,2,3,27,25,16,1,15
"487",2015-10-30,101,37,10,105,30,85,71,19,31,83,19,56,30,13,155,14,19,29,NA,10,48,92,85,34,66,34,23,6,13,4,26,16,24,25,17,40,156,34,9,32,62,7,2,6,71,31,8,NA,6,22,45,46,10,12,7,32,17,22,NA,8,10,5,23,38,7,220,22,54,1,10,9,NA,6,25,4,17,10,85,2,1,1,2,55,9,37,8,3,3,2,48,59,24,6,NA,34,8,18,43,18,5,6,36,87,67,20,7,20,49,2,33,31,8,6,NA,5,2,5,4,NA,NA,10,1,NA,12,40,60,NA,32,143,49,25,271,7,28,NA,29,NA,37,NA,34,20,5,2,NA,1,22,23,13,1,16
"488",2015-10-31,94,18,12,43,10,51,42,10,29,55,15,28,11,8,120,NA,NA,18,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,7,10,15,11,NA,NA,NA,NA,124,NA,1,18,28,4,NA,3,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,24,8,NA,NA,NA,NA,3,8,32,5,83,22,34,NA,NA,NA,NA,11,3,5,9,8,47,1,1,NA,NA,NA,10,29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,21,62,15,13,12,14,12,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,8,NA,2,3,16,NA,NA,NA,NA,26,NA,170,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,8,8,NA,NA
"489",2015-11-01,169,34,12,84,22,83,79,25,62,68,25,49,34,19,147,NA,NA,36,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,21,25,13,24,NA,NA,NA,NA,190,NA,1,37,52,17,3,12,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,33,17,NA,NA,NA,NA,11,17,89,18,184,52,65,1,NA,NA,NA,5,24,20,16,28,55,5,NA,NA,NA,NA,21,41,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,14,92,56,13,22,33,30,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,23,NA,3,15,43,NA,NA,NA,NA,96,NA,338,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,20,26,9,NA,NA
"490",2015-11-02,104,21,6,72,20,58,63,13,33,63,13,41,32,11,106,10,29,30,NA,14,46,17,64,40,70,16,17,23,6,13,16,21,19,18,13,33,150,22,6,29,51,8,1,7,49,11,5,2,9,11,NA,NA,NA,NA,5,23,6,20,1,10,9,6,8,11,5,87,22,73,NA,18,8,1,12,21,10,38,7,68,2,1,NA,5,27,14,60,4,1,4,3,32,41,27,7,3,20,5,16,46,18,NA,9,23,81,41,10,8,30,38,2,47,30,8,9,NA,11,3,9,6,NA,NA,7,NA,3,10,NA,42,NA,36,123,55,34,222,7,24,NA,34,NA,38,NA,37,26,7,1,NA,1,22,29,9,5,13
"491",2015-11-03,123,40,11,80,15,61,67,7,32,56,14,32,20,8,130,7,28,22,NA,20,34,101,81,38,63,34,32,18,5,17,14,21,16,22,11,31,132,23,10,40,38,11,2,7,109,14,5,1,6,14,32,51,8,15,7,25,12,44,1,5,10,4,4,11,7,81,40,48,2,14,12,1,10,35,11,38,13,71,1,2,NA,4,47,11,41,4,2,3,1,42,42,36,6,3,20,9,19,32,12,1,6,28,77,46,19,4,16,42,3,51,30,12,4,NA,5,5,6,3,NA,NA,6,2,1,9,27,20,NA,25,98,79,47,249,9,21,NA,24,NA,44,NA,42,50,12,1,NA,NA,25,16,8,3,12
"492",2015-11-04,118,43,15,81,23,58,52,16,30,59,14,26,36,13,135,11,15,32,NA,15,27,85,72,40,84,21,30,27,10,13,16,16,10,15,15,24,132,27,4,19,46,8,2,7,57,15,2,3,11,10,30,36,7,8,6,23,19,45,3,5,15,4,5,14,4,96,34,30,1,19,10,NA,12,42,4,43,13,49,1,2,1,1,54,21,29,2,1,2,4,31,28,26,3,4,25,12,13,28,14,2,12,13,94,52,11,7,9,41,3,55,26,11,3,NA,8,2,10,NA,NA,NA,5,NA,1,6,35,35,NA,20,118,84,51,252,9,20,NA,40,NA,38,NA,30,20,8,2,1,1,20,24,5,3,15
"493",2015-11-05,142,35,3,75,20,52,70,10,26,58,18,39,40,10,165,12,25,14,NA,25,34,83,74,32,63,31,19,22,14,6,12,12,19,6,7,50,126,25,6,29,70,12,3,5,59,12,6,1,8,14,27,22,12,12,10,21,12,33,7,5,11,5,11,24,4,105,40,59,2,8,10,4,15,45,3,39,11,90,1,NA,3,NA,38,14,43,9,2,1,7,32,49,25,8,5,18,4,14,43,7,2,11,16,50,43,11,6,8,38,2,40,23,12,8,NA,6,3,2,1,NA,NA,11,2,4,6,33,47,NA,19,112,61,34,224,4,23,NA,28,NA,34,NA,28,16,11,2,1,2,18,9,11,3,24
"494",2015-11-06,124,40,22,76,18,64,65,15,37,69,17,43,39,13,136,15,36,23,NA,14,37,91,79,34,56,23,24,16,6,10,15,6,13,14,12,NA,163,17,4,19,58,6,2,1,71,9,4,1,4,16,34,27,2,6,6,22,10,19,4,3,5,1,11,7,4,112,27,43,1,8,10,3,8,46,3,49,8,80,1,1,1,1,33,16,46,2,NA,NA,NA,32,27,25,7,5,22,11,18,44,13,1,9,52,NA,58,15,6,11,33,2,54,18,7,9,NA,NA,2,6,1,NA,NA,22,1,2,4,37,42,NA,34,117,41,26,259,3,18,NA,36,NA,30,NA,23,14,NA,5,NA,NA,23,16,5,5,12
"495",2015-11-07,148,63,12,88,34,84,87,20,59,66,20,40,46,16,192,NA,NA,37,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,19,12,20,23,NA,NA,NA,NA,189,NA,5,40,76,15,2,8,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,27,23,NA,NA,NA,NA,1,17,29,9,162,30,59,3,NA,NA,NA,10,64,13,54,25,79,2,1,NA,NA,NA,19,66,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,58,NA,41,16,17,28,50,5,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,17,NA,5,4,38,NA,NA,NA,NA,78,NA,392,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,47,50,6,NA,NA
"496",2015-11-08,168,46,18,79,16,79,79,15,73,66,18,44,23,19,130,NA,NA,37,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,9,30,12,30,NA,NA,NA,NA,204,NA,6,49,60,20,NA,13,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,22,34,NA,NA,NA,NA,NA,21,20,5,160,49,41,3,NA,NA,NA,21,70,20,68,29,61,2,2,NA,NA,NA,22,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,45,NA,58,16,21,16,31,4,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,34,NA,4,8,42,NA,NA,NA,NA,95,NA,331,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,63,59,17,NA,NA
"497",2015-11-09,113,33,14,87,9,57,57,9,38,75,11,33,32,12,132,23,35,25,NA,21,32,80,60,19,66,26,21,23,5,15,10,23,15,15,14,44,150,13,6,36,68,10,3,12,53,12,6,4,6,20,40,41,6,9,8,20,8,44,1,2,9,1,6,13,2,99,37,56,1,14,6,2,6,43,19,47,15,86,4,1,1,7,48,14,44,3,4,1,7,47,36,40,4,1,41,15,16,48,24,4,9,35,68,46,7,13,18,32,2,41,20,11,8,NA,5,3,8,3,NA,NA,12,1,2,6,24,28,NA,18,130,64,38,301,4,20,NA,32,NA,61,NA,42,21,19,NA,3,3,39,40,8,3,16
"498",2015-11-10,123,39,10,88,18,61,66,15,31,61,15,54,38,8,128,16,32,36,NA,18,40,87,58,37,84,25,25,19,9,17,6,22,18,21,14,30,140,19,3,32,56,7,NA,10,42,12,6,1,10,28,29,38,6,16,8,39,14,24,5,7,6,1,9,12,1,79,56,65,1,13,12,NA,7,37,8,31,17,90,2,1,1,1,47,14,32,7,3,NA,2,31,33,33,1,NA,25,21,16,58,22,3,9,37,71,50,11,9,9,25,7,45,33,28,9,NA,3,6,7,3,NA,NA,12,3,2,9,47,64,NA,16,127,64,50,192,5,16,NA,37,NA,35,NA,44,30,16,NA,NA,1,44,46,5,1,18
"499",2015-11-11,127,38,12,65,17,56,53,16,30,55,13,35,26,12,120,NA,NA,19,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,11,17,4,10,NA,NA,NA,80,133,NA,NA,33,62,6,1,15,22,NA,NA,NA,NA,NA,27,33,4,12,3,19,22,NA,NA,NA,NA,2,5,5,1,40,47,52,2,NA,NA,NA,8,37,13,59,8,77,2,1,NA,NA,NA,13,21,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,35,58,49,9,10,11,29,7,NA,NA,NA,8,NA,7,2,NA,NA,NA,NA,19,1,2,6,30,NA,NA,NA,NA,55,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,2,NA,58,49,4,NA,NA
"500",2015-11-12,111,22,13,73,27,62,44,9,31,43,7,28,27,6,111,6,15,26,NA,5,21,50,81,23,35,15,7,6,4,6,13,15,5,4,10,12,134,12,NA,31,50,11,3,7,35,8,4,NA,4,9,21,16,7,5,6,18,9,7,5,7,3,1,12,14,3,78,16,49,3,9,9,NA,8,30,4,32,16,87,3,1,1,1,38,6,37,5,NA,NA,NA,9,10,20,2,1,25,3,13,26,7,2,8,62,155,48,13,4,11,36,NA,25,10,4,4,NA,4,2,8,1,NA,NA,9,1,3,22,37,19,NA,13,72,68,6,190,4,12,NA,27,NA,24,NA,14,14,2,NA,NA,NA,50,28,2,1,8
"501",2015-11-13,137,28,14,78,27,67,66,19,50,63,22,49,50,11,170,NA,NA,30,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,8,17,25,22,NA,NA,NA,44,147,NA,15,28,60,16,1,9,57,NA,NA,NA,NA,NA,28,33,13,13,5,24,23,NA,NA,NA,NA,NA,18,21,1,98,11,59,2,NA,NA,NA,12,44,1,35,15,82,NA,1,NA,NA,NA,17,38,6,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,55,83,62,13,8,NA,40,5,NA,NA,NA,9,NA,9,NA,NA,NA,NA,NA,27,NA,3,11,34,NA,NA,NA,NA,52,NA,260,7,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,54,49,10,NA,NA
"502",2015-11-14,167,50,13,91,24,86,81,24,69,82,20,50,24,26,167,NA,NA,28,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,17,15,23,21,NA,NA,NA,NA,192,NA,5,50,91,17,5,9,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,27,35,NA,NA,NA,NA,NA,21,60,4,126,38,55,6,NA,NA,NA,8,57,9,39,19,92,3,NA,NA,NA,NA,20,44,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,35,45,58,17,10,32,52,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,24,NA,6,16,47,NA,NA,NA,NA,75,NA,335,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,67,53,10,NA,NA
